game_id,match_id,json_url
2026212152,2813115,https://fibalivestats.dcd.shared.geniussports.com/data/2813115/data.json
2026212153,2816155,https://fibalivestats.dcd.shared.geniussports.com/data/2816155/data.json
2026212154,2826722,https://fibalivestats.dcd.shared.geniussports.com/data/2826722/data.json
2026212155,2756855,https://fibalivestats.dcd.shared.geniussports.com/data/2756855/data.json
2026212156,2766663,https://fibalivestats.dcd.shared.geniussports.com/data/2766663/data.json
2026212157,2775508,https://fibalivestats.dcd.shared.geniussports.com/data/2775508/data.json
2026212158,2776661,https://fibalivestats.dcd.shared.geniussports.com/data/2776661/data.json
2026212159,2784645,https://fibalivestats.dcd.shared.geniussports.com/data/2784645/data.json
2026212160,2792393,https://fibalivestats.dcd.shared.geniussports.com/data/2792393/data.json
2026212161,2797019,https://fibalivestats.dcd.shared.geniussports.com/data/2797019/data.json
2026212162,2800186,https://fibalivestats.dcd.shared.geniussports.com/data/2800186/data.json
2026212163,2807426,https://fibalivestats.dcd.shared.geniussports.com/data/2807426/data.json
2026212164,2810166,https://fibalivestats.dcd.shared.geniussports.com/data/2810166/data.json
2026212165,2823532,https://fibalivestats.dcd.shared.geniussports.com/data/2823532/data.json
2026212166,2823538,https://fibalivestats.dcd.shared.geniussports.com/data/2823538/data.json
2026212167,2826732,https://fibalivestats.dcd.shared.geniussports.com/data/2826732/data.json
2026212168,2756854,https://fibalivestats.dcd.shared.geniussports.com/data/2756854/data.json
2026212169,2763888,https://fibalivestats.dcd.shared.geniussports.com/data/2763888/data.json
2026212170,2771067,https://fibalivestats.dcd.shared.geniussports.com/data/2771067/data.json
2026212171,2775507,https://fibalivestats.dcd.shared.geniussports.com/data/2775507/data.json
2026212172,2779656,https://fibalivestats.dcd.shared.geniussports.com/data/2779656/data.json
2026212173,2789910,https://fibalivestats.dcd.shared.geniussports.com/data/2789910/data.json
2026212174,2796769,https://fibalivestats.dcd.shared.geniussports.com/data/2796769/data.json
2026212175,2804244,https://fibalivestats.dcd.shared.geniussports.com/data/2804244/data.json
2026212176,2807418,https://fibalivestats.dcd.shared.geniussports.com/data/2807418/data.json
2026212177,2813113,https://fibalivestats.dcd.shared.geniussports.com/data/2813113/data.json
2026212178,2813117,https://fibalivestats.dcd.shared.geniussports.com/data/2813117/data.json
2026212179,2816090,https://fibalivestats.dcd.shared.geniussports.com/data/2816090/data.json
2026212180,2826729,https://fibalivestats.dcd.shared.geniussports.com/data/2826729/data.json
2026212181,2756853,https://fibalivestats.dcd.shared.geniussports.com/data/2756853/data.json
2026212182,2823537,https://fibalivestats.dcd.shared.geniussports.com/data/2823537/data.json
2026212201,2829029,https://fibalivestats.dcd.shared.geniussports.com/data/2829029/data.json
2026212202,2830754,https://fibalivestats.dcd.shared.geniussports.com/data/2830754/data.json
2026212204,2829570,https://fibalivestats.dcd.shared.geniussports.com/data/2829570/data.json
2026212205,2829585,https://fibalivestats.dcd.shared.geniussports.com/data/2829585/data.json
2026212206,2830759,https://fibalivestats.dcd.shared.geniussports.com/data/2830759/data.json
2026212207,2829569,https://fibalivestats.dcd.shared.geniussports.com/data/2829569/data.json
2026212208,2829572,https://fibalivestats.dcd.shared.geniussports.com/data/2829572/data.json
2026212209,2830756,https://fibalivestats.dcd.shared.geniussports.com/data/2830756/data.json
2026212210,2829663,https://fibalivestats.dcd.shared.geniussports.com/data/2829663/data.json
2026212211,2830755,https://fibalivestats.dcd.shared.geniussports.com/data/2830755/data.json
2026212213,2833070,https://fibalivestats.dcd.shared.geniussports.com/data/2833070/data.json
2026212214,2833072,https://fibalivestats.dcd.shared.geniussports.com/data/2833072/data.json
2026212215,2833071,https://fibalivestats.dcd.shared.geniussports.com/data/2833071/data.json
2026212216,2833565,https://fibalivestats.dcd.shared.geniussports.com/data/2833565/data.json
2026212217,2833566,https://fibalivestats.dcd.shared.geniussports.com/data/2833566/data.json
2026212218,2833664,https://fibalivestats.dcd.shared.geniussports.com/data/2833664/data.json
2026212219,2836379,https://fibalivestats.dcd.shared.geniussports.com/data/2836379/data.json
2026212220,2836380,https://fibalivestats.dcd.shared.geniussports.com/data/2836380/data.json
